,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Entropy,Contrast,Energy,Dissimilarity,Correlation,
1,9.592926025,1204.497588,34.70587253,4.131730988,17.85466918,0.019315844,264.3878558,0.118742376,5.900189753,0.95708761,
1,2.69480896,492.8846853,22.2010064,8.905579047,82.63804903,0.10339454,1171.018519,0.285215726,15.27492877,0.928794643,
0,11.47488403,512.6246468,22.64121567,2.490080062,6.899550971,0.111218223,104.5543478,0.296220361,3.626152833,0.945246754,
1,6.858734131,844.7223312,29.06410727,4.8291407,24.58598088,0.002396377,125.0712925,0.040945826,5.77877551,0.967684428,
1,1.715042114,313.4500967,17.70452193,10.97700938,125.1151083,0.11293471,1593.167391,0.298899209,17.45,0.901781495,
0,11.12966919,537.2493832,23.17864067,2.699788523,7.952135764,0.125157745,66.07402806,0.31572884,3.633897603,0.970308327,
0,14.10493469,663.8897011,25.76605715,2.318883151,5.873037053,0.117070063,62.83253133,0.304572704,3.7655915,0.97326993,
0,8.679290771,493.6205908,22.21757392,3.151252137,10.59297848,0.20944609,57.40412099,0.416548219,3.032198818,0.977606717,
0,12.43952942,589.0616429,24.27059214,2.470861176,6.586260849,0.114014832,61.85072479,0.300350673,3.61272746,0.972264654,
0,15.44668579,711.6324717,26.67644039,2.219379655,5.416283705,0.101406293,70.87825125,0.28216325,4.017524442,0.969793871,
1,5.764312744,837.5745718,28.94088063,5.578339572,32.67484165,0.008647598,180.1426006,0.078697409,7.518318966,0.970924449,
0,10.6325531,501.6586544,22.39773771,2.599018372,7.220433043,0.120034538,55.51682353,0.308607838,3.197176471,0.972559116,
0,11.51557922,544.4921855,23.33435633,2.511534012,6.775298824,0.116943931,60.46924321,0.304336441,3.336456416,0.971325824,
0,13.26303101,566.954234,23.81080079,2.255629148,5.577573422,0.112389937,63.9401535,0.297862466,3.327212669,0.966870995,
0,7.363449097,317.2472769,17.81143669,2.971938384,9.633171414,0.166835129,54.45989173,0.368141062,2.710383858,0.96510207,
0,10.30557251,394.1784634,19.85392816,2.377602769,6.137210473,0.128523109,47.52147996,0.319943667,2.818705036,0.967509925,
0,11.10148621,404.8334944,20.12047451,2.300948121,5.809264315,0.111337451,49.43552097,0.29637181,3.119561494,0.964540294,
0,12.96496582,448.0157868,21.16638341,2.105923311,4.936698286,0.094489339,56.39407264,0.271571103,3.303491338,0.959407913,
1,1.997772217,222.6704072,14.92214486,8.170544115,69.93196964,0.001968067,93.83968254,0.036966581,5.965079365,0.967249181,
0,4.618453979,245.6974071,15.67473786,3.756535687,14.42072418,0.094849403,104.6545353,0.27184566,3.933090705,0.936851252,
0,8.326660156,343.4050182,18.53119041,2.807580085,8.694914975,0.135800801,56.00416378,0.329602099,2.849410132,0.963217317,
0,11.8931427,419.0755785,20.47133553,2.170583908,5.160721221,0.10867355,46.53153989,0.29247533,3.032653061,0.966004659,
0,2.837432861,169.215476,13.0082849,4.89678313,24.44820726,0.208027975,157.6442308,0.414729919,4.555769231,0.924830452,
1,2.588134766,285.1832196,16.88736864,7.34340012,58.99363627,0.239700328,148.2068966,0.448326085,4.951318458,0.977795709,
1,18.15498352,1339.665016,36.60143462,2.915069152,9.834804752,0.026109847,137.1937333,0.138738731,5.852533333,0.967771242,
1,12.82228088,1307.646772,36.16139892,3.683063718,15.00023601,0.002854042,143.267942,0.04468875,6.825331333,0.968684249,
1,15.41589355,1240.37276,35.21892616,3.293414892,12.60443857,0.003385656,227.6972477,0.048595595,7.178639432,0.939890055,
1,10.92453003,948.9460304,30.80496762,3.723966239,16.14809056,0.003773386,77.16809117,0.051235013,4.905168905,0.964836162,
0,8.131240845,522.4915842,22.85807481,3.130847137,9.968260224,0.113376239,167.3887755,0.298743124,4.029795918,0.93822337,
1,9.916122437,1271.251655,35.65461618,4.239023059,19.09146757,0.006376642,145.9343473,0.067389158,6.980554486,0.975421342,
1,14.1806488,1192.609876,34.53418417,3.461648627,13.92756428,0.002955662,195.9785575,0.045374165,6.588888889,0.946436343,
1,2.345977783,354.7581253,18.8350239,8.755066412,80.48726339,0.002513555,114.4914286,0.041785545,6.942857143,0.970072139,
0,6.629440308,442.7673989,21.04203885,3.480014551,12.29873588,0.128171613,183.6737949,0.319087082,4.246707744,0.9344967,
0,5.96937561,376.6712826,19.40802109,3.578348194,13.14037397,0.279570943,64.26250229,0.487274834,2.432313611,0.976527643,
1,12.08329773,927.1875236,30.44975408,3.574745741,15.01666687,0.004338604,107.0835386,0.055143699,5.050492611,0.964534196,
0,13.37368774,644.914219,25.39516133,2.30015039,5.504147295,0.06942435,68.14753695,0.230105194,2.839285714,0.964245868,
0,10.1554718,532.7059922,23.08042444,2.649365269,7.202054826,0.075596084,85.20198911,0.240708044,3.183992422,0.955565855,
0,12.62060547,621.5478752,24.9308619,2.369918658,5.820059898,0.072605928,69.29668626,0.235609281,2.952134875,0.964081408,
0,8.975204468,487.7361708,22.08474973,2.819185303,8.123925709,0.087573865,92.53580076,0.260282857,3.287789692,0.954125269,
0,4.555831909,279.7285474,16.72508737,3.983427534,16.11125191,0.130689884,139.9726693,0.322464495,4.234133009,0.937532775,
0,10.59434509,464.6634086,21.55605271,2.621592605,7.413580606,0.105178022,51.85052838,0.287680423,3.000544722,0.97171913,
0,16.71795654,705.2912871,26.55732078,2.065410031,4.624853277,0.060782194,104.3872149,0.214901433,3.956913545,0.945794134,
0,15.0740509,669.1469509,25.86787488,2.178012566,5.02896779,0.061679986,104.5581176,0.216269431,3.756862745,0.945144305,
0,13.20018005,626.9089815,25.03815052,2.316503768,5.607954176,0.071509492,101.8976445,0.233685845,3.61704711,0.946188168,
0,16.34814453,700.6194995,26.46921796,2.111985749,4.81193466,0.053987636,104.4360608,0.201880012,4.027829495,0.944515621,
0,14.72741699,664.3663185,25.77530443,2.198518366,5.111848601,0.066168721,110.0780703,0.224403968,3.813815754,0.942411938,
0,12.20722961,593.6131892,24.3641784,2.410697662,6.044933418,0.072914811,101.1324296,0.235992899,3.604144943,0.946180649,
0,3.791275024,236.9940284,15.39461037,4.393194105,19.64827584,0.135700993,189.8135653,0.32892246,4.913352273,0.916114723,
0,10.83024597,470.9933965,21.70238228,2.411217703,6.076447808,0.082253762,60.90653666,0.252042223,2.890114825,0.960704237,
0,6.909576416,340.450135,18.45129088,3.05391114,9.608067191,0.097934632,81.13404417,0.276574156,3.325780655,0.950113416,
0,5.5831604,281.1888286,16.76868595,3.374198077,11.69570741,0.118919579,92.68246654,0.306780502,3.323897301,0.943962106,
0,8.130264282,451.8210466,21.25608258,3.05373544,9.828602978,0.199724944,67.10098039,0.405887575,3.133473389,0.972531096,
0,15.75559998,654.5817597,25.58479548,2.066382162,4.564217818,0.054627087,77.91597419,0.202987863,3.254709677,0.951487772,
0,10.55461121,508.1955444,22.54319286,2.518299853,6.523663787,0.067180696,88.33532669,0.226080909,3.215799188,0.945906577,
0,6.178375244,337.3355644,18.36669715,3.293967428,10.99486838,0.071591553,100.2673072,0.233627217,3.51293422,0.938350199,
1,5.547393799,575.0918109,23.98107193,5.054751959,27.56422508,0.029570777,182.6056568,0.148052541,6.36115007,0.963897564,
0,15.19721985,644.5793335,25.38856698,2.09910154,4.685369056,0.059786717,75.21965195,0.212751831,3.100382003,0.954260745,
0,4.856170654,278.1640992,16.67825228,3.725700328,14.04773595,0.109850397,128.5117884,0.293497275,3.91000575,0.932212445,
0,7.998001099,735.3453844,27.11725252,3.810218272,15.12644294,0.284557336,125.1360748,0.492403114,3.601495327,0.977838069,
1,12.4087677,1377.71507,37.11758438,3.549467851,13.17950811,0.002864565,261.2363353,0.044735327,7.129849901,0.945730843,
1,1.149185181,160.8324323,12.68197273,11.48454893,135.3439981,0.011118252,294.2522046,0.088737238,6.873015873,0.9240202,
1,17.49909973,1800.507893,42.43239203,2.995870143,9.381699319,0.005010196,273.3081003,0.05945806,6.747637416,0.95169459,
1,20.19268799,2007.077167,44.8004148,2.798325039,8.251465509,0.004687856,287.8361171,0.057559382,7.839529454,0.934818127,
1,12.52365112,1370.158444,37.01565134,3.43027058,12.2595203,0.004962377,181.8651218,0.059065074,6.027035056,0.942202245,
1,2.477981567,341.7890347,18.48753728,7.934115378,65.26256702,0.016117108,227.7198142,0.107771516,5.910216718,0.954920687,
1,5.207733154,452.6084864,21.27459721,4.660797921,23.11503231,0.002927542,184.4737379,0.045264524,6.6109128,0.902028086,
0,6.140319824,458.9269273,21.42257985,3.872517541,15.43989226,0.106238714,230.7328925,0.289169801,5.43933295,0.930050101,
0,6.547164917,404.3692735,20.10893517,3.47686744,12.4876181,0.21394414,52.77430368,0.420900164,2.315902965,0.980545498,
0,16.09854126,844.3501218,29.05770331,2.203231857,5.203075965,0.122893565,66.4006778,0.312170466,2.897119342,0.97715812,
1,3.917907715,429.7208739,20.72970993,5.770533234,34.83876377,0.002248511,78.04345898,0.039517645,4.661640798,0.942754501,
0,7.883285522,439.7603304,20.97046329,3.03716041,9.484566584,0.135092762,101.5023425,0.328057099,3.542078778,0.955294576,
0,7.295608521,450.5508284,21.22618261,3.308409576,11.31986186,0.197032029,67.99337411,0.402577459,2.580530071,0.975674353,
0,13.30259705,725.5560442,26.93614754,2.432707704,6.197910135,0.109063379,63.41341543,0.292811332,2.897993014,0.976443988,
0,16.97555542,879.5146424,29.65661212,2.128225586,4.897787098,0.125998765,69.81407407,0.316442329,2.877314815,0.976319587,
1,13.03649902,804.014078,28.355142,2.64758551,7.265761245,0.013233729,59.0944595,0.096376558,3.088666729,0.943730003,
1,4.010101318,435.5690693,20.87029155,5.711189325,33.89240128,0.002339552,237.7380952,0.040318789,7.977804681,0.907942096,
0,8.779251099,783.7802952,27.99607643,3.563159574,12.97068756,0.125410581,401.7176361,0.315808749,6.927203065,0.922637895,
1,2.956054688,387.238358,19.67837285,6.999018374,49.93858788,0.001954236,161.7368421,0.036831846,7.210526316,0.924758188,
0,6.406311035,533.0994522,23.08894654,3.98670818,16.26242389,0.146895006,295.5502717,0.343749866,5.952445652,0.932281958,
0,5.546142578,250.2861305,15.82043395,3.369396388,11.87336492,0.113115307,42.52118245,0.298858545,2.955563924,0.970546321,
0,6.962677002,315.0932425,17.75086596,3.182019035,10.80498063,0.106142012,52.52592483,0.289106872,3.3283316,0.967503008,
0,12.1539917,512.1767657,22.63132267,2.469554928,6.964656172,0.078828827,100.5008053,0.246701801,4.021904864,0.941841479,
0,10.91120911,470.9678665,21.70179409,2.502397722,6.640053683,0.069035185,74.83667692,0.22995434,3.867692308,0.953417601,
0,8.655944824,390.0172223,19.74885369,2.787660039,8.130862207,0.06191702,77.12373912,0.216883357,3.878339878,0.947942464,
0,5.860412598,264.9424016,16.27705138,3.323455628,11.5893535,0.106662701,49.85191183,0.289806408,3.265317139,0.966249236,
0,10.15867615,444.3944325,21.0806649,2.590128997,7.065601712,0.068879213,69.99557493,0.229703182,3.733194508,0.955946125,
0,7.895050049,362.5787168,19.04149986,2.921346476,8.943811835,0.060417301,78.77156334,0.214076622,4.100572776,0.945849502,
0,3.544036865,141.818437,11.90875464,3.832006604,15.21931998,0.216645902,27.19887899,0.423845332,2.069262336,0.974905312,
0,5.928848267,226.2223232,15.04068892,3.043973827,9.737501818,0.145069023,30.50348953,0.341371947,2.393960974,0.973830332,
0,7.993606567,283.5770006,16.83974467,2.57521546,6.988711549,0.099681243,27.91572343,0.279141828,2.435162402,0.974874158,
0,9.138092041,297.693794,17.2538052,2.377581928,6.204051085,0.109999641,34.07832574,0.294166921,2.518648985,0.967913202,
0,4.351760864,176.5589254,13.28754776,3.502542707,12.70934502,0.183575428,29.71838018,0.387288994,2.223742604,0.974595378,
0,6.879806519,254.099285,15.94049199,2.790598831,8.20577875,0.130169264,26.9022439,0.322031584,2.259512195,0.976765336,
0,8.037445068,270.1726694,16.43693005,2.55489004,6.913703353,0.080347201,31.34078008,0.248958223,2.620032961,0.968580585,
0,4.607940674,166.0249665,12.88506758,3.324559363,11.60251391,0.073872509,44.6955637,0.238014346,3.004884005,0.947372382,
1,3.206176758,357.9136526,18.91860599,6.448897229,43.16700904,0.076130943,206.5213708,0.24236242,6.009241432,0.966297942,
1,6.959091187,480.6395549,21.92349322,4.254301997,20.77558732,0.013578822,95.54254296,0.098710238,4.204536082,0.961985083,
1,8.767211914,391.5243009,19.78697301,3.169742151,11.54072274,0.003570926,60.53556522,0.04984729,4.15626087,0.945161743,
1,2.741287231,282.1893124,16.79849137,6.686118681,46.80048923,0.083198446,190.2226415,0.254235899,5.746331237,0.962728377,
0,2.407424927,122.0038294,11.04553436,4.909610608,24.60526946,0.208705518,104.4326923,0.415299404,3.614615385,0.931044956,
0,10.9072113,1239.769082,35.21035476,3.569503536,13.05558057,0.241050279,213.5355769,0.449496739,4.178269231,0.976101395,
1,4.993438721,837.6086294,28.94146903,6.201615683,39.6822511,0.001183794,98.67433155,0.028655818,6.251871658,0.960240859,
1,15.4667511,1940.434304,44.050361,3.448221482,12.74845372,0.010144841,283.2065161,0.085251079,8.279724818,0.955150663,
0,12.3384552,1367.208992,36.97578927,3.36483471,11.642241,0.209428049,218.0643093,0.416409439,4.496303554,0.975315609,
0,18.50019836,1739.794086,41.71083896,2.69731472,7.687365327,0.150036375,177.5636073,0.347999148,5.093257874,0.977034896,
0,24.27737427,2010.145832,44.8346499,2.246260577,5.427359247,0.13099855,175.0886671,0.323500345,4.972205911,0.975486495,
1,27.20787048,2403.70569,49.02760131,2.534909225,7.250402964,0.016029216,204.163304,0.107757064,6.463377354,0.965456054,
1,10.56193542,1882.876282,43.39212235,4.551634201,21.40914512,0.001960726,98.52614199,0.036908862,5.942212438,0.97795595,
1,25.75283813,1878.898034,43.34625744,2.284440211,5.8147774,0.054021681,109.5419215,0.202549608,4.556520024,0.980221408,
1,29.99072266,2284.503346,47.79647838,2.179190453,5.215622384,0.027169749,95.76439737,0.141531391,4.462464007,0.98198828,
0,19.76689148,1552.096235,39.39665259,2.420976513,6.145860302,0.084782473,86.86213918,0.256458298,3.846688226,0.984183703,
1,30.16360474,2112.027529,45.95680068,2.077720535,4.832782654,0.052658968,102.7414364,0.199886381,4.515514687,0.982270737,
0,11.81269836,1080.336324,32.86847007,3.198983854,10.48644688,0.09642226,99.73610586,0.27445657,4.5731569,0.982954065,
0,8.857299805,279.825898,16.72799743,2.29834763,5.58066882,0.09294834,40.69391245,0.268573795,2.384290926,0.9555381,
1,2.877853394,467.8748006,21.63041379,7.811212908,62.1098192,0.002983078,40.51344086,0.045527297,4.067204301,0.966907084,
1,21.02102661,2179.358014,46.68359469,2.662849925,7.322127561,0.019085589,160.1351862,0.117655431,4.106044253,0.965583324,
1,17.56484985,1828.360854,42.75933646,2.859802211,8.437080889,0.025132506,182.9206142,0.135782683,4.553291851,0.963031817,
1,7.747406006,939.2463633,30.64712651,4.311745465,19.05586934,0.009756998,100.9714777,0.083323173,4.515121711,0.969754297,
1,4.063262939,641.6508633,25.33082832,6.516590498,43.16845688,0.003846305,35.77673546,0.051713056,3.405253283,0.967041857,
1,8.17326355,940.6359016,30.66978809,4.117420967,17.39512711,0.004936992,89.67220683,0.058821251,4.31209603,0.959250601,
0,22.43745422,1294.910504,35.98486493,2.057491369,4.567187765,0.060641508,159.6943789,0.214923437,4.469929245,0.952596343,
0,13.42930603,589.7130055,24.2840072,2.244586902,5.341391097,0.084908818,42.52000631,0.256227016,2.488248594,0.977666815,
1,1.610290527,164.3811894,12.82112278,8.433440505,73.57911694,0.009090593,205.8125,0.080486074,6.533514493,0.913925575,
0,12.27935791,544.6247673,23.33719707,2.327010843,5.73765918,0.105942394,39.63186784,0.288327629,2.332853717,0.979450022,
1,3.222305298,307.092324,17.52404987,5.87801505,35.73564499,0.043044506,191.5412879,0.179605379,4.935227273,0.947441092,
0,16.0584259,830.9052012,28.8254263,2.224579888,5.385648396,0.113933697,90.24559859,0.300119928,3.958235524,0.967939979,
0,15.14868164,812.43634,28.50326893,2.323123559,5.791821575,0.10847642,83.8440767,0.292366115,3.762857893,0.970600292,
1,7.826370239,584.5183352,24.176814,3.973818426,17.98172641,0.001774048,184.3683582,0.03511763,7.489552239,0.912969214,
0,7.89112854,480.8763147,21.92889224,3.26560716,11.16219239,0.187436755,76.01388381,0.39211593,3.104859335,0.973014352,
0,14.14424133,718.9931061,26.81404681,2.355104343,6.029180014,0.135595569,82.2747447,0.329402999,3.764728987,0.969025326,
0,17.28144836,813.6236479,28.52408891,2.115718745,4.952192942,0.101232172,83.32400498,0.281888139,3.835199005,0.967337681,
0,8.958129883,547.0394608,23.38887472,3.11405294,10.17441373,0.175793617,86.73844934,0.378754956,3.369951748,0.970660548,
0,11.6962738,604.0711049,24.57785802,2.585831602,7.136136166,0.124455066,65.42188295,0.314672677,3.405145604,0.973533742,
1,5.774490356,398.1316628,19.9532369,4.49873775,22.12834586,0.004834946,142.1967283,0.058367605,5.828307255,0.949915458,
0,15.36265564,969.8166197,31.14187887,2.506514286,6.837769381,0.14171798,126.9572495,0.337405432,4.334221748,0.966919372,
1,18.46821594,1713.435257,41.39366204,3.040090144,10.0005372,0.001807846,136.3936152,0.035516354,6.56151855,0.971349678,
1,17.25244141,1848.82582,42.99797461,3.196280179,10.93359578,0.001527145,128.8510004,0.032643998,7.149851,0.97312959,
1,14.08467102,1606.016083,40.07513048,3.488911467,12.96285594,0.001929922,122.6591892,0.036730789,6.807567568,0.971158116,
1,5.571182251,806.213788,28.39390406,5.567188359,32.13866618,0.001057598,132.4191176,0.027085829,7.159313725,0.955581221,
1,16.61431885,1885.00407,43.41663356,3.255493734,11.24877586,0.001003945,132.5709877,0.026408829,7.151946819,0.96906576,
1,12.72273254,1441.473163,37.96673759,3.643077734,14.17470359,0.00129151,109.4102941,0.029971331,6.543529412,0.972395074,
1,4.49180603,640.2976273,25.30410297,6.08064407,38.38206937,0.001092388,97.13356855,0.027526346,7.047883065,0.954319475,
0,7.072982788,462.0765613,21.49596616,3.530525235,12.97781336,0.198249379,68.32395105,0.40421855,3.290384615,0.977642799,
1,19.2663269,1568.959027,39.61008744,2.898778908,9.423028927,0.014274367,157.4696429,0.101735426,6.507785714,0.966663674,
1,4.502502441,651.5408247,25.52529774,6.31323708,42.20740997,0.001159435,202.6200397,0.028365037,9.185515873,0.944608248,
0,12.46981812,810.4611684,28.46859969,2.786477554,8.19391365,0.101860352,123.432028,0.282919865,4.997202797,0.964049706,
0,6.868286133,486.6027215,22.05907345,3.757849622,14.81079045,0.105054761,163.9716926,0.287672928,6.075096503,0.949811685,
1,11.27452087,1180.634535,34.36036284,3.99529418,18.03269251,0.001081819,177.9090506,0.027401303,7.930937592,0.955533508,
1,18.84544373,1667.130297,40.83050694,3.008790707,10.18053143,0.002922038,131.1299574,0.045218928,6.576765957,0.966067367,
0,10.75045776,712.3259728,26.6894356,2.990946082,9.4101387,0.098725863,144.4960077,0.278288973,5.383264133,0.95636258,
0,5.295593262,378.5720977,19.4569293,4.251158346,18.97608088,0.108259164,181.2819549,0.292309854,6.384037016,0.942350501,
0,7.386260986,487.8217662,22.08668753,3.453487937,12.40443579,0.212646744,73.26952603,0.419720744,2.753170895,0.976781151,
0,8.131790161,526.2201499,22.93948888,3.308837607,11.42505893,0.18204085,78.74798564,0.385870689,2.864459513,0.974895895,
0,14.17695618,771.1957426,27.77041128,2.442660704,6.449406543,0.117233923,68.97620365,0.304847596,3.826734417,0.976709355,
0,15.43844604,838.8629695,28.96313121,2.262799048,5.608638012,0.170849512,57.51528651,0.373043411,3.24301188,0.981715634,
1,10.84072876,851.1653263,29.17473781,3.31668221,11.88256154,0.028894205,95.88990826,0.146040087,4.392747925,0.9716035,
0,10.78291321,550.3591467,23.45973458,2.640649046,7.237164607,0.081357012,93.76053272,0.250313242,4.116276092,0.958165367,
0,2.739074707,160.4536358,12.66702948,5.212360931,28.15553844,0.196267971,168.5956219,0.402071189,5.566604446,0.917011756,
0,17.29222107,781.9167755,27.96277482,2.097770929,4.790632684,0.057209767,101.891322,0.20820771,4.263314409,0.956320041,
0,13.67391968,666.1524085,25.80992849,2.342880355,5.801245801,0.080207382,82.57138255,0.248685331,3.622013423,0.96429634,
0,9.540390015,494.9259044,22.24693022,2.808839873,8.161732413,0.082600914,103.240458,0.252461653,4.349731411,0.952683417,
0,5.849594116,324.7654164,18.02124902,3.601708646,13.38484876,0.095060865,125.9259958,0.272238266,5.072955975,0.940135085,
0,1.242630005,68.04797613,8.249119718,7.413452022,57.49567763,0.150727688,168.8392727,0.348798647,5.985454545,0.896637705,
0,8.2293396,569.1327982,23.85650432,3.294634988,11.21590053,0.20658416,74.18312448,0.413207419,2.531495405,0.978915429,
0,14.30718994,628.6931875,25.07375495,2.177333905,4.966791372,0.054383091,60.77669233,0.20212345,2.593954718,0.962003566,
0,10.05198669,466.7298177,21.60393061,2.523928291,6.540904246,0.075625379,69.23021477,0.239873812,2.43733451,0.955285232,
0,9.399307251,626.4345676,25.02867491,3.113974923,10.12127683,0.165628711,98.5299525,0.366819356,3.17940861,0.971292843,
1,9.136108398,1329.481815,36.46205994,4.557198911,21.8697365,0.000983849,69.34760318,0.026123884,5.355806204,0.98193414,
0,8.646682739,410.4496769,20.25955767,2.709047497,7.502167444,0.074865908,70.19856139,0.238791477,2.56339913,0.953048445,
1,8.116821289,776.7659543,27.87052124,3.897353549,15.85217264,0.003518265,145.752279,0.049468829,5.445501387,0.905925498,
0,8.881881714,708.4932485,26.61753648,3.367161448,11.63055845,0.068248715,260.4880512,0.228578373,5.573293915,0.926506642,
1,6.006607056,606.7452998,24.63220047,4.491574358,20.90532598,0.00553694,114.7893297,0.062144959,4.694664843,0.92410197,
0,6.817077637,561.5957903,23.69801237,3.846268987,15.21497538,0.106108643,297.4677976,0.289013363,5.975560667,0.925429284,
0,8.025375366,502.7893428,22.42296463,3.282939495,11.26590342,0.187310957,84.41914505,0.392004152,3.179539642,0.971531184,
0,11.34526062,635.3987275,25.2071166,2.761892842,8.095268502,0.127599629,67.55025653,0.318950027,3.321711754,0.975918662,
0,9.092025757,566.3355184,23.79780491,3.108556486,10.10994951,0.175868808,85.88974817,0.378823713,3.220173177,0.972021533,
0,12.33610535,675.7983523,25.99612187,2.597603456,7.186275036,0.124384096,70.59949109,0.314594276,3.464857224,0.974587331,
0,16.20414734,847.3264589,29.10887251,2.269702214,5.674541875,0.125876309,93.91517567,0.316584664,4.114118847,0.968308095,
1,10.50836182,1267.922897,35.60790498,3.947192038,16.50234395,0.012904483,105.4798611,0.096554628,5.098958333,0.980363513,
1,1.722381592,229.9166696,15.16300332,9.215649708,87.33035055,0.005196546,248.4616279,0.060414782,6.708139535,0.91479283,
1,12.13624573,1321.68801,36.3550273,3.731758117,15.02653481,0.01316344,269.8651163,0.097608686,6.891731266,0.955567259,
1,9.569396973,1141.154167,33.78097344,4.107809163,17.95769506,0.010285675,134.4235915,0.0859922,5.502166949,0.972709784,
0,20.98068237,1150.567516,33.92001645,2.103251477,4.770493168,0.061789722,159.0990503,0.217095232,5.183760684,0.950706366,
0,20.10839844,1221.868164,34.95523085,2.166465948,4.969795068,0.067554579,157.658752,0.227333359,5.043665536,0.954246153,
0,15.88008118,1067.933613,32.67925356,2.480079855,6.398008047,0.071791917,173.6682757,0.234920937,5.468624296,0.951369612,
0,9.867248535,738.364995,27.17287241,3.195151581,10.57479926,0.088959418,249.3115173,0.263277715,6.91745283,0.933434067,
1,4.687179565,614.5160257,24.78943375,5.82266901,35.34050918,0.002690099,255.6474673,0.043431483,9.450571895,0.940709052,
0,21.30001831,1188.335566,34.47224342,2.083211579,4.668059488,0.060665073,160.9712068,0.214964224,5.304834906,0.949278761,
0,18.9241333,1185.242037,34.42734432,2.247078906,5.313639209,0.067496494,159.3839822,0.227334279,5.080089179,0.954098538,
0,14.47717285,1005.047136,31.70247839,2.612712438,7.098135444,0.082334171,192.3193193,0.252672522,5.973115973,0.948308497,
0,7.664016724,591.7319287,24.32554067,3.652473508,13.8254541,0.106617512,264.2338924,0.289857159,6.892770388,0.931948664,
1,9.985992432,1245.206682,35.2874862,4.039090604,17.23298078,0.021153358,112.6702359,0.124327367,5.310163339,0.981932434,
1,16.37664795,1666.027096,40.81699518,3.270830911,11.74457926,0.001809876,127.1072137,0.035535584,6.40609667,0.972815049,
1,7.171478271,1113.365705,33.3671351,5.152124805,27.6112846,0.001231744,154.4842809,0.029236968,7.72173913,0.96674902,
1,7.594802856,1200.760405,34.65198992,4.994706808,25.68558173,0.001448558,81.39635158,0.031710104,5.818905473,0.977885069,
1,11.42700195,1240.64888,35.222846,3.878153437,16.4300499,0.00114593,155.8932353,0.028202148,7.372647059,0.966502857,
0,27.06942749,2034.738519,45.10807599,2.126952473,4.884168805,0.073949602,155.3112583,0.238702984,5.814664144,0.974712519,
0,25.29344177,1959.096528,44.26168239,2.204710875,5.202523393,0.079724616,133.5599724,0.248352978,5.335667785,0.978731079,
0,16.19273376,1430.884686,37.82703644,2.810225611,8.252696794,0.105541489,146.5238095,0.288271302,5.901751505,0.977326563,
0,9.408843994,928.8847478,30.4776106,3.762022014,14.67366029,0.115740918,187.6640121,0.302850648,7.108910891,0.971625982,
0,9.698654175,761.1545469,27.58902947,3.296226234,11.38310309,0.184011383,118.6173649,0.388396523,4.522545571,0.974175743,
0,14.56015015,1012.768542,31.8240246,2.641630768,7.33880033,0.110108438,91.12321563,0.294866327,4.319559229,0.978432201,
0,20.93177795,1177.700952,34.31764782,2.072903832,4.664009148,0.078414143,102.4842505,0.24618151,4.182447818,0.970025321,
0,21.56768799,1170.941811,34.21902704,2.019404138,4.420469513,0.067332973,92.84847632,0.227113738,3.979184248,0.970917317,
1,7.681365967,1008.082686,31.75031789,4.581044512,21.65247623,0.00301016,64.33649554,0.045747018,4.293526786,0.970772115,
1,9.880950928,1159.660087,34.05378227,3.914178986,15.86490735,0.002354059,67.62250454,0.04043267,4.642064932,0.966439139,
0,18.24287415,1133.349494,33.66525648,2.272814771,5.539365483,0.106520972,109.7730496,0.289631504,3.549436796,0.971498257,
1,2.733718872,415.3143929,20.3792638,8.062586109,68.02179286,0.001850183,95.73569024,0.035831307,6.132996633,0.969063185,
1,4.251739502,652.6020337,25.54607668,6.427454076,42.65155293,0.001861141,71.81646655,0.035941085,4.934819897,0.967228175,
1,18.61175537,1291.292839,35.93456329,2.838647242,9.580277203,0.005230124,82.83056527,0.060567262,4.165064103,0.967492589,
1,14.20213318,1202.627811,34.67892459,3.335192274,12.67349544,0.005967434,142.6225895,0.064876454,4.747933884,0.960904467,
1,4.019775391,595.5546564,24.40398854,6.440090205,42.62046838,0.002489683,40.5,0.041580938,3.98413631,0.97468408,
1,4.476974487,609.71788,24.69246606,5.934396205,36.41752653,0.003376769,182.9327458,0.048548661,4.778756957,0.939408255,
1,3.137313843,404.5517212,20.11347114,6.781850774,47.31406655,0.003388036,176.3270202,0.048565996,4.657828283,0.915979346,
1,1.827590942,230.9890543,15.19832406,8.694184752,77.69616422,0.002816099,80.55844156,0.044226876,4.753246753,0.921584228,
0,2.446838379,145.4310549,12.05947988,5.217337827,27.63226524,0.140396308,153.3323163,0.334855797,4.009661836,0.919672142,
0,11.245224,713.9556488,26.71994852,2.961538684,9.526624683,0.163893894,91.01960784,0.364892231,4.060130719,0.973427053,
0,14.85832214,856.525704,29.26646039,2.546261242,7.06757488,0.099672224,88.38455561,0.279671872,4.16270034,0.97358029,
1,2.222488403,291.168018,17.06364609,8.022129531,65.64236324,0.003126258,69.90648148,0.046614646,4.95462963,0.944805039,
1,2.23248291,300.8416046,17.34478609,8.088199455,66.58971225,0.003552536,60.68406072,0.049703962,4.769449715,0.946869003,
0,7.453887939,532.5685493,23.07744677,3.482976911,12.39419836,0.106206855,93.56965455,0.288956803,4.326710318,0.971898834,
