Review Number,Source,Location,Review
1192,SiteJabber,NA,"Got an auto loan which was all good, I then sold the car and visited a branch to pay off the loan, and take the difference, they kept the whole amount and said it had to be processed, that took 14 days. Never go to Scotiabank, you will never be Richer than you think!"
1193,SiteJabber,NA,"I got really bad mortgage advice and am now paying too much interest. It should have been locked in at a certain rate, that is what my mortgage was before at first national. With first national I received the best advice and rates."
1194,SiteJabber,NA,"Website for King & Nortflield in Waterloo says bank is open. I drove there and they are closed
Scotia bank doesn't care about it's customers, over the years I see a big decline in their service. I think it's time for me to change banks."
1195,SiteJabber,NA,Scotiabank has a black individual in one of their TV commercials that has a white girlfriend that states they will give their broken blender to the white girlfriend's father. This is the most dirtiest racist thing I've ever seen on television and I would definitely advise everyone not to use this racist Bank
1196,SiteJabber,NA,"We were told before we sold our house we could port our low 2.2% mortgage over to a new house, and we would get a refund on our fees paid. Well turns out Scotia bank can just decide not to do that and take over 2 months to get a call back after numerous calls to get this done. They don't want to pay the fees back or give out a low loan your entitled too cos they gave it to some1 else. Do not bank with them. Look at their reviews."
1197,SiteJabber,NA,If thier is an issue the manager or assistant manager are stupid tp the limite they have no minimum skills to solve snd they take more than usall time to solve an issues like things in tow days to solve it yake them over amonth snd the dont care and show no interest
1198,SiteJabber,NA,When it's comes to scotiabank everything is delay I have been banking with them over 15 years. Make a bill payment delay etransfer delay. Check deposit delay. Td has the same time frame but you don't have to wait for ages to wait around. Etransfer in seconds. Check deposits they say 5 days buy it process next day. Bill payment 3 business days but payments updated next business day. I can see my self slowly moving to Td
1199,SiteJabber,NA,"If you are waiting for the investment support to give you your money, you got a long wait. They tend to like to hold your money so they can collect interest. Takes the investment department weeks to process any withdrawals. Their ratings are terrible and I can see why. Terrible bank, will move all investments to another bank if they ever release my money, long overdue. Are they that broke?!"
1200,SiteJabber,NA,"Worst service ever at bank level with tellers, rude, and ignorant, and refused to look after me after asking for branch Manager at Tacoma Dr. in Dartmouth, NS. The branch Manager finally came out, and asked me to leave. I told her I would not be back to this branch again, after how I was treated, and she said good. I was trying to pay CRA for my mothers taxes, as she's with Alzheimer's."
1201,SiteJabber,NA,The worst software and application on the market. Each time! I try to go online to see my accounts it asks me to reset my current password. Online does not work. Each time you need to call customer rep - wait on the phone -answer their security questions -manually! = 19 century!to reset password with their support only. Unbelievable! Three times for ONE day it asked me to reset password. The same happened withxfriedn of mine! Shame
1202,SiteJabber,NA,"I called at 24/7 customer service number and after getting all my information when it was time to book an appointment for the issue i have, that person just cut my call without saying anything. I called twice and both of the time my call was down. Didn't even helped me with the issue."
1203,SiteJabber,NA,"I am a new customer to Scotia Bank, after having my account for only 2 weeks my account was frauded and now I cant reach anyone to get my money back. Worst service I have ever experienced. 2 hours on hold then to get an ignorant rep on the other end. Frustrating and unacceptable. I am searching for a new bank, I can never reach anyone to discuss my banking needs and when I do, they are of no help. People that are considering opening with Scotia bank look elsewhere. BEWARE!"
1204,SiteJabber,NA,"I had an upsetting issue on my account recently. Alexandra at Kingston Gardiners Rd location was awesome handling the issue. She was cheerful, personable and polite. I really appreciated her help in solving my problem."
1205,SiteJabber,NA,"I've never had a problem at my other bank.

I put a government cheque through my app and says it's on hold for 5 days….

I have bills to pay…

I don't think it's fair they can just hold money…

When I was with conexus, they never held any cheques. I switched to Scotia as my car loan is through them…

Not impressed"
1206,SiteJabber,NA,"I opened a chequing account with this bank since it had no transaction fees or monthly fees involved. After opening it was that way for quite some time but suddenly without letting me know they started charging a monthly fees even when I was well over the minimum balance to maintain. I called them to ask if the raised the min. Balance which the denied and said my account doesn't have that policy if I want I can switch to another account with no fees. Worst experience with this bank. They are cheats, stay away from this bank"
1207,SiteJabber,NA,"It has been more than two years i have been reported the fraud with my account and in the present no one is ready to help. I am running into different branches and fraud collections but they have no answers. There is a lady Miss Neha, she totally refused my call and to help me and then declined my call. I can't believe this $#*! that instead of sorting the things out, they prefer not to talk. This is so $#*!ing crazy. They are always transferring the calls to each other and still have 0 answers."
1208,SiteJabber,NA,"I have been dealing with Scotia Bank for the last ONE year. I have never come across any financial institution since 1973 that is so bad when it comes to customer service. NO ONE should open an account with Scotia Bank ever. I am trying and at the first opportunity, I will move my mortgage to another financial institution. I"
1209,SiteJabber,NA,"The customer service is so horrible. I was told 45 minute wait and was on the phone for upwards of 3hrs, that's the wait alone. I have had multiple issues with my online banking & my physical card itself. Go somewhere else!"
1210,SiteJabber,NA,I have been trying to reach a customer service representative about an international payment. It took me about 45 minutes to get hold of the first one and after 15 minutes she told me that she cannot help me with that and have to transfer my call to security department and I have to be on hold for 10 minutes its been more than an hour and I am still waiting for someone to answer the call and help me with the issue because I cannot afford to wait again but disconnecting the call. Worst customer service ever...
1211,SiteJabber,NA,"I'm disappointed with the service offered by this bank for a few reasons. Firstly, my credit card was stolen and I was put on hold on the phone for an hour to cancel my card, while the person who took my card was making purchases around town. They have yet to offer an option to cancel a credit card on their internet banking. Secondly, when I requested for a credit limit increase on my existing credit card I was not notified that my current card would be cancelled. I lost all my transaction history which I needed to get some funds reimbursed from work. Overall I think the services offered by this bank could be better. I wouldn't go with this bank for anything else other than basic banking."
1212,SiteJabber,NA,"We re seniors. We received money back from our income tax. We took the check to the closest branch to our home. Half of the money was put on hold for 5 days. This was a FEDERAL check... our taxes returned to us. We called or an explanation. We were at first told that it was not right for half to be held. In fact, it isn't. Federal money doesn't get a hold put on it. But they decided to keep the hold anyway saying that it was a different branch from ours. Note, our branch was not accessible to us due to construction on that day. We were never told the money would be held if deposited in another branch. So now half of our hard earned tax money isn't avaialble for 7 days because there is a weekend in the middle. Very disappointing."
1213,SiteJabber,NA,"I had fraud charges on my credit card. They said wait 30 days for reimbursement. They put a block on my credit card from that establishment so they could not put additional charges on it.
And not only did they still put even more charges on it. Scotia still won't reimburse any of the money charged. Im truly disgusted with them"
1214,SiteJabber,NA,"They will randomly decide to hold all of your money without notice for 7 days. I know it says 5 business days but that is actually one week. I've been with Scotia for 5 plus years and always had anything over 1000 held. Last week they decided pit of the blue and without notice to hold everything over 100 dollars. LMAO. 100 bucks to life on for a week. And I deposit 5 grand a month into that account. So no notice remember I said. So I didn't realize my car payment wouldn't go through until it didn't. Both my bank and car lenders charged me nsf fees. Even though the money was in my account. I've never had an issues, no red flags etc to make them change it from 1000 to 100. And they won't return my calls nor will they change it back. WORST BANK. And I'm
Spreading the word. I've already got 4 people to close their accounts and move to TD or RBC. ANYTHING BUT Scotia is good. Say no to Scotia. If you like to actually spend your hard earned money"
1215,SiteJabber,NA,"After being a customer of scotiabank for 20 plus years and 2 mortgages, one paid. They add up fees for over a year to accumulate a large sum and randomly take it out of your account when its the worst time lDuring covid every company or business has worked with us and been supportive except scotia bank. Without extra charges.the auto loan thru Scotia has repeatedly taken out extra and early payments requiring 2 hours of phone time to make them refund it.go anywhere else if you want to be treated with respect."
1216,SiteJabber,NA,"Bank won't release my LIRA. I met all the requirements to have it released early at 64yr, no income and retired. Been waiting months. They keep saying it's the government. First time it was her error. Reminded me today the age is 71yrs old. This after I told her I stopped spending money on food."
1217,SiteJabber,NA,"Spencer Davis from 91st Scotia bank sucks big time lies lies customer service sets you up for appointments that nobody no's nothing about,,you screwed my son over big time and i am gonna make sure your lieing $#*! fixes it,,,such a $#*!ty bank"
1218,SiteJabber,NA,"The worst customer service from Rhea, Ramir and Maria C at Nairn and Panet. So rude, they speak wile you are speaking, refuse to listen, holding for 40 minutes is commonplace. A debit memo of $400 was taken from my account and no one can tell me why. Rhea the Assistant Manager is the worst ambassador of any business. She could learn about client service from a 14 year old. She yelled at me, kept cutting me off, speaking while I was speaking, it was absurd. DO NOT trust these people with your finances and everything that you work hard for. Race discrimination is also rampant at the Nairn and Panet branch. 3 hours on the phone and no one can tell me where my money is."
1219,SiteJabber,NA,"Crap company. Lies upon lies. They don't answer phone calls and most locals don't have voice mail. If you're lucky enough to find a voice mail, they won't return your call anyway. Avoid Scotia"
1220,SiteJabber,NA,"Scotia has made some terrible mistakes. I called the customer care to block one of my credit cards, that i misplaced by accident. The customer care actually cancelled my debit card, as a result i lost my online access to debit card and other accounts. Grave mistake!"
1221,SiteJabber,NA,Do not open a account here. They are archaic and have no idea what they are doing. Going into my second week waiting for my pay to be released to me. And if you try to send a email to their complaints department thet block you. We are forced to trust them with our money and get charged fees foe services we are not getting. They are fraudulent thieves.
1222,SiteJabber,NA,Everything they do is inadequate... from their customer service to their brick and mortar locations. This bank is a joke. I spoke with a supervisor the other day and she told me to switch banks. I have never seen a bank with worse reviews.
1223,SiteJabber,NA,"If i can give a zero star i will give it them.

Branch and the online/call support keeps passing me between them. I think noone can can solve my issue with my mobile banking.

Please stay away from this bank if you dont want to deal with thier costumer service."
1224,SiteJabber,NA,"I'm so sorry that I cannot give zero or half a star to this business.
Zero or even negative stars to customer care and system taking care of customers.
The mortgage system and managing to increase the interest as per BOC approved
rate is unbelievable in comparison with TD, RBC and BMO.
2% increment in 2 months lol
It's like a bitter joke."
1225,SiteJabber,NA,"I am an existing customer and when you try to get anything done the people they have answering the phones are completely useless.

This is one of the most incompetent companies i have elver delt with they are even worse than the royal bank"
1226,SiteJabber,NA,"For 20 years I have had the same mail address and residence. Today I tried to get a new debit card, I get cheques and statements at this address but for some reason the girl could not understand that the mail address that for some reason was on my debit card was changed by Canada Post so she would not mail me one. I will take a long ride to my branch on Monday and transfer my money to a different bank. Visa and other debit cards have come to my address for years and years. She locked me out of online banking also."
1227,SiteJabber,NA,"Had schwduled a transfer between mt Scotiaban accounts for 1 Dec. Checked today at 8am PST couldnt find it anywhere so resent. Then checked later today and it had happened twice, sending my account into arrears it was between two current accounts where normally you see things immediately."
1228,SiteJabber,NA,This bank is notorious in restricting business banking. It is also notorious in delaying wire transfers. I am a business that deals with Cuba. This bank decided to close our account without giving a reason. My assumption is their fear of their masters in the US.
1229,SiteJabber,NA,"Stolen money multiple times. The bank and service is multiply by zero even federal regulated bank. The staff with authority to override security and automated transaction is simple diverse my money to their investing account and making profit on it. $******* now in inactive account making money someone els. The money was transfer to my broker investing account but never drives. In the same day someone on my web banking page create bill payment to Scotia I trade and simply revered my money there, in inactive and cancelled account that I never have exes to it. Staff was terrible, no one know anything, finally some buddy told me I have to wait 10 to 15 business days to get my money back. Shame on you!"
1230,SiteJabber,NA,"I tried to pull some money from a ATM, the machine did not dispense any money but still deducted the money from my account. I reported the matter and over a month and a half later my money hasn't been returned. If you were pulling the money for an emergency and this happened to you, Scotia Bank would leave you high and dry. They only care about the customers money not the customer. I also have another bank account with a different bank, and this same incident occurred and my money was returned to my account in exactly three working days after reporting the incident to that bank; that shows you the difference in characteristics and customer care of Scotia Bank and other banks."
1231,SiteJabber,NA,"27-year issue cannot be resolved. Beyond ridiculous. The bank reached out to me and told me it would be worth my while to pay them back fees... and they will not release assets. Do not work with this bank, I warn you. I want to speak to any media or journalist that will listen to warn others about this issue that is happening to others."
1232,SiteJabber,NA,"I recently contacted Scotia bank regarding my queries and they guided my very well and help to sort all problems. I specially like to thank Miriam mam, she is really a good person as well as a employee. Thank you."
1233,SiteJabber,NA,"I opened a saving account, but I did not get the interest, and their staff told me I will get it later since I just signed up for the account. After a couple of months of the investigation, the investigator, Hannah B, promised she will credit me back the interest and sent me a letter to sign it. She also mentioned I will get my fund back within 5-7 business days. It had been a month now, and she never credit me back the fund, and she just did not reply. Very dishonest and unprofessional banking service."
1234,SiteJabber,NA,Zero rating for their customer service which is almost non-existent. Their credit cards and mobile app are very unreliable. You just get locked out for no reason. The branch tells you it's not their problem and they ask you to call customer service which you'd have to wait 2-3 hours for. Then you get passed around different departments for 2 more hours only to be told to go to the branch for help. They use third party customer service which you can't understand on the phone. They avoid trying to help you and try to refer everything to their incompetent phone customer service. They don't have any accountability. The WORST customer service in any business I have dealt with in Canada.
1235,SiteJabber,NA,Ive tried to reach their credit card support and I have to wait over 40 mins reaching close to 2hrs all the time. Such a waste of time. The customer reps are not helpful at all. I was told to activate the card via web since they cant do it on their side. Web was getting errors and now I have to wait over 40 mins again. I will never get another Scotiabank product after I cancel everything from them.
1236,SiteJabber,NA,Was on the phone for an hour. Trying to get these nsf charges reversed. Due to unauthorized transaction on my account. The agent and manager did not want to refund the account. Even when i called those merchants it was fraud. Even though i did not authorize it. I still had to pay. The agent kept on telling me it wasnt the banks fault that i got charged the nsf. It wasnt my fault either. But i still had to pay. This bank just ripped me off. For something i did not authorize.
1237,SiteJabber,NA,"1-long waiting to reach them in the phone
2-Bad customer service, many times i called and explain to solve my problem but the didn't, my problem was i did a balance transfer on the phone one time but they repeated twice, and they didn't fixed their mistake. Now I called my other bank and i solved my problem by my self...
3.I had %0 interest rate for balance transfer and thats why i used but now they are charging me for interest and i called them they said yes you have 0 interest but we charging you for (balance transfer fee interest) but this is first time for me to hear interest on fees."
1238,SiteJabber,NA,"I wait an average of 45 mins in line and today I waited 40 mins to talk to a phone representative. Scotiabank made 2.6 billion profit in 1 quarterly report 2022. I guess the key to profit now is to screw the customer that provides the basis of your business - I have not received interest on my money since the early '90s. The most ungrateful, lackluster bank in the world. I can't get my money out fast enough!"
1239,SiteJabber,NA,"I recently paid off the line of credit and the ""value visa"" on July 31st at the branch. I was told that the deposits would be held for 5 business days, which means the accounts would be cleared today Aug 9th. When I checked on line the amounts are still pending. I phoned the idiots and their so called customer service department only to find out that the moron's put a 7 business day hold on my deposits at the branch not the 5 days indicated. I feel that I have been lied to by Scotia Bank... Can't wait to have these accounts cleared as I will be closing them down. Never in my life have I been treated this way after being with Scotia for more than 25 years... I'm done!"
1240,SiteJabber,NA,My bank sent a transfer request to Scotiabank to release my money but it had been more than 6 weeks and Scotiabank still help my money up. I heard they did this to other clients too. Not to be trusted I feel bad I have to put one star cause I do not have to.
1241,SiteJabber,NA,I've been. Customer Scotia bank. Many. Years I put a insurance cheq in. Account. They. Hold funds. They think. Insurance. Company. Will. Bounce there cheq. There not. Fraud. Government. Might. And hold there cheq not. Happy. Thinking. Of. Finding. New. Back. If. I. Go. My whole. Family. Will. Go so they. Will have a lot. People leave they have. Friends as well as I do. Keep. It up Scotia bank. You keep treating. People. Like this you. Will be out business
1242,SiteJabber,NA,Just terrible service from customer service to branch manager in Cobourg Ontario. They locked me out of my account and stole my money. They will not return my money or let me back into my account. I've contacted everyone I can and they can't help me and are very clueless as to what is going on. It's really to bad a bank would need to steal money. I would give 0 stars to Scotia Bank
1243,SiteJabber,NA,"I had problems with my credit card but it could not be changed so I had to cancel it. Unfortunately, my accounts were closed to ( not what I wanted) & I had to threatened to take the Ba k to small claims court to get my money. They did not answer my messages. Horrible service."
1244,SiteJabber,NA,"Worst bank to deal with. There plattform is failing constantly and then it takes ages to get someone on the phone. The representatives on the phone are somewhere outside the country and can't really help. It cost you hours of work time, to fix minor problems. No worth it."
1245,SiteJabber,NA,"Worst experience ever, the hold time of customer service was more than 3hours. I didn't call to beg for anything, It's my right being the customer to obtain my rewards attained, if you can't provide me service. You aren't eligible to manage my money. I will definitely change my bank, such worst experience."
1246,SiteJabber,NA,"Scotiabank had a chance to get some of my business but they weren't smart enough to have Colpatria, a bank owned by Scotiabank on it's preferred banks for reduced ATM fees. Scotiabank is not bright in figuring out competitive advantages."
1247,SiteJabber,NA,"The customer service is absmal - the worst I have experience experienced in my life. I have to call about 5-10 times everytime I need a card delivered. Honestly, I almost feel like it is useless to call customer service because they quite literally never do the thing they say they will do to the point that they are just simply saying things. It has been a very stressful experience everytime and just based on these experiences, I would simply recommend to never make a bank account with this bank. Especially if you are someone whose bank account is the only way for them to access their money. Its quite exploitative of a bank to be so incredibly lazy to make it so hard for me to do simple things like access their bank account since money is the primary means to live."
1248,SiteJabber,NA,"Went on line to open an account. Went through the process. Then received an email saying account couldn't be opened on line, come to the branch. So I wrote back saying forget it, don't want an account.
Few days later received a debit card! Didn't bother to activate it since I have no account. Few weeks later received another email saying I have a negative account!.
So called the bank, ""they were experiencing a large call volume"". 25 minutes later somebody came on line. Listened to me but couldn't help and passed me on. This second person is trying to help, says bank charged me an account fee hence the negative bank! She is going to reverse the charges and close the account but I have to stay on line. Writing this review while waiting. Now 15 minutes and counting.
DON'T GO ANYWHERE NEAR THIS BANK"
1249,SiteJabber,NA,"I had a terrible experience trying to resolve a re-access to my online account, I had 2 guys on the phone, the first one was clueless and the second one same thing and to make the thing worse he transferred me to a department where they made me wait for eternity? Scoatia bank you being serious? Really? Worst banking experience ever."
1250,SiteJabber,NA,"I'd never expect to get what i lost in financial situation but Miss Salo made it possible. I'm a hard worker person aged 27 working everyday but somebody spent my whole money for their purchases, they made unauthorised transactions from my debit. I explained my situation to Miss Salo and she helped me a lot. She's the best and respectful. She promised to call me on following day bcz her computer system wasn't working and yes i got a call from her on the second day as she promised. Hence if there's bad people living in this world so are the good people too.
Thank you so much Miss Salo
There's a small complaint about another representative name Diego, I explained him everything and he didn't take any action, didn't even block my debit.He transferred my call to fraudulent officer which took around 60 minutes and i hung up bcz it was around 1:30 am.On the second day more of money got deducted as unauthorised transaction.He wasn't even that nice to me."
1251,SiteJabber,NA,"Absolute $#*! company. I've had issues ever since I set up my debit card with them. It's just one thing after the other, first the pin wasn't working, then it's the verification. It doesn't even show a change in my balance once I've received or taken out money. I don't know what's going on but it is so frustrating. I have other things to do than wait on a thirty minute call waitlist to get a representative to deal with an issue I shouldn't even have in the first place."
1252,SiteJabber,NA,"They offered a special interest rate on a new account. In order to get the interest you had to keep the funds locked in for 5 months. After 5 months they refused to pay citing some small print in their agreement. And they also refused to reconsider since I do not have a mortgage with them (I already paid it off) and because I do not keep 100,000+ in my bank account with them (it is invested with their Itrade division)."
1253,SiteJabber,NA,"You even have their customer service agents transferring you to other customer service agents, for a repeat of your initial wait time, almost as if the last 30-45 mins wait was non-existent. Being on their call for over 2hrs and no resolution to linking the scotia card and the scene card which is meant to be an automatic process."
1254,SiteJabber,NA,"Scotiabank is possibly the worst banking experience I've had. They seem stuck in the dark ages in terms of accessibility, online capacities, training and professionalism of their staff, etc. I have a mortgage and LOC at SB and tried to set-up online banking so I could view my history and statements. Nope. Then I sat on hold on a phone for 1 hr! They don't even have the 'we'll call you back' option! Once I got them on the phone I went through three people and none could help. They said I was missing a card that the bank should have given me when I got the LOC, or I could have the mortgage dept set me up but I'd have to call them. I wondered why I wasn't set up when I got my mortgage if they know how clunky their system is, or why I wasn't given the card with my LOC that is necessary to use with their online tool. So. Frustrating. When I renew my mortgage I will NOT stay with SB."
1255,SiteJabber,NA,I bank with 2 other canadian banks but decided to open a credit account with scotiabank. It sucks to be treated this way. I lost my credit card and I just moved. My branch says i have to call the online customer service to report that and request a new one. I called the first time and was put on hold for 1hour and the guy picked up but the call hung up for some reason. I called again more furious this time and i gave the lady who picked up that time my number to callback. I had requested a new credit card and she said i would not be able to do that for 30days cause my address was just changed. What does that even mean Scotia? Im utterly disappointed. The call hung up again and i waited hours and no call back. I tried calling again today and was put on hold for an hour and the call hung up. I am frustrated and will be closing this account
1256,SiteJabber,NA,"Incredibly rude customer service agent didn't understand what I was asking for, and once he understood what I was wanting (he was mis understanding) he was rude saying I should of explained it more, well he should of understood better. Needless to say the agent hung up on me. I HATE Scotia bank and will be cancelling and never dealing with them again."
1257,SiteJabber,NA,I've been trying to get a credit limit increase for the past hour. I've been passed between 3 reps. The first took 20 minutes only to tell me he can't help but he'll transfer me to someone that can. The second asked the same set of questions and said he was transferring me to credit specialists when he knew that my intention was to start a new credit application and not just get a status update. The third realized that the second scumbag wasn't supposed to direct me to her and now she's transferred me to another department. I can't wait till they go belly up.
1258,SiteJabber,NA,"Hi,
I opened up an saving account on-line but the website was not direct and it opened an ultimate package also. I went to my branch and they charged me $20.00 to close an account that I had not used at all. I told them that I had a mortgage renewal coming up and is there anything the supervisor (Ramnik Sanghara) could do. They said no and made me pay for an account that I did not use. I cancelled all accounts. I have a TD bank account and it has 10 times better service.
Makes sense why this bank is losing more clients to TD Bank."
1259,SiteJabber,NA,"Can't wait to move every dollar we have there to another bank. Can't wait to move our mortgage to another bank too. They told my wife that she has to pay $10,000 so our monthly mortgage payments don't go up. She did and payments went up $600 because she did what they asked for. They said they can't give her money back nor move it to another account even tho it's her money and transfer would have been between her own accounts. There's no other bank like that and I've been to 3rd world countries."
1260,SiteJabber,NA,Reported my ScotiaCard lost by phone on Dec 22-21 & replacement card was to be mailed to me. NOT rec'd by Jan 6-22 so got card at bank branch. I never did receive the mailed card as of Jan 21-22. I've sent 3 e-mails & 1 written letter to Scotiabank 'President' re: this + a Scotiabank call center issue & rec'd NO reply! NOW a month later I've written the CEO to complain about this banks totally useless complaints dept. I now see this bank is rated 161'ST among banking sites--I believe it!
1261,SiteJabber,NA,"I was waiting in line for 40 min outside the bank, when I got in there were more people in line, because there were only 2 tellers working. When I complained about it they told me to leave the bank.

It was in Niagara Fall S bank on Thorold Stone Str."
1262,SiteJabber,NA,Just had to wait 30min. Finally talk to someone who was very hard to understand and they didn't seem to understand me either. Was just asking if a credit card I closed years ago still had money oweing on it. The customer service not listen to me and send my call to trans Canada credit due to I just mentioned I was looking at my rating and seen there was an outstanding balance. What I was calling about had nothing to really do with my rating but they jump right on that and directed my call to them.
1263,SiteJabber,NA,"You can't call someone at your bank, you have to go through a central station that sucks. I have my money in the BNS but I'm getting so pissed off I'm go in to change banks. Any recommendations? My investment advisor hasn't contacted me in over a year and I have a lot of $ in my investment acc5s."
1264,SiteJabber,NA,"I tried to send money to my family overseas. Unfortunately the wire got lost, my mom never got the money. However, Scotiabank returned the money into my account, even though they didn't get the money back. Not until 4 months later. When they called me again, saying they finally got the wire back. So they asked if I wanted to send the wire one more time.
The staff of Scotiabank is trustful, ethical, and really competent. The Scotiabank assistant Parik"", he was so polite and even talked to me in Spanish, since is my mother tongue, making it easy for my to understand."
1265,SiteJabber,NA,"Very poor customer service. I am extremely unsatisfied. After 5 phone calls, getting disconnected, and 1 in location visit I recived a phone call from a very unhelpful manager who contacted me from #*******018. I was jerked around for 3months trying to transfer funds from TD to a 0 interest rate card Scotia offered me on a 6month promotional deal. By the time I reached a service person who was able to transfer my funds half the promotion was over. When I asked that they Honor the 6month offer I was told the 3month delay was my fault. I blame it on their customer service agents having strong accents and a lack of understanding each other.
I do not recommend dealing with this instatution."
1266,SiteJabber,NA,"I've been a customer at Scotia bank for over 20 years. I carry a $******* balance in my chequing account, and don't receive a penny of interest. There was a mix up with my US dollar visa that I hadn't used in over a year, was on hold for over 40 mins, hung up on once, was on the line for over 1 1/2 hrs simply to get a new visa, guess what still no visa. I went to BMO MasterCard, applied on line and within 5 mins was approved. WTF I've never been a BMO customer but my US account is now going to be transferred there and more then likely all my business will find its way there. Sorry Scotia you have completely and utterly fail at and resemblance of customer service. Your call centre is a complete failure."
1267,SiteJabber,NA,"I was fed up with their useless customer service so I moved all my money to a different institution. I moved my RRSP and my TFSA. It took 40 days and there is over $2500 missing. Lying, thieving, conniving, charlatan, con-artist shysters! Just remember Scotiabank, payback is a B****H!"
1268,SiteJabber,NA,I was a new first time investor and I trusted my financial advisor who I met at first at Scotia and I didn't realize what I was investing into really- but I didn't even realize I could lose as much as I did because I was a first time investor. I don't even know why I would have signed up for medium/high risk investment when I didn't even have an income and had explained that I wanted to keep my money safe. I noticed my account losing money within 6 months of setting up investment. I really couldn't afford to lose money but I pulled my investment cause it was making me really nervous how much it was going down. I really wished my advisor had my back more & I wish the investor profile had more useful & detailed questions like BMO's questions are more specific & they do a better job at making sure your investments match up with your situation. Hopefully Scotiabank changes their investment set ups so people are more aware of what they are signing up for.
1269,SiteJabber,NA,I have had a Scotia account since I was like 12 years old. Since I hit my 20s I have had a terrible experience. They don't care about their customers. I have called multiple times for help and received zero. I just got told they didn't mail my bank card to my house but my branch instead. So in the middle of a pandemic in Canada I have to got my branch and get a card. Icing on the cake is that they are only open 9:30-5pm latest at this location which is when I and the majority of the population work. The second I pay everything off I will be canceling my account. RBC is much more useful and helpful. I hate Scotia with a passion. Or did I mention they also charge me 55 dollars in account fees.
1270,SiteJabber,NA,"Do not deposit a cheque you may end up like me! I deposited an almost stale dated cheque it still had 3 days to go. It actually cleared from the issuing business on the same date! The bank threatened to charge me with fraud for attempting to pass a bad cheque!
It's 3 mths later and there's still a hold on my acct! Nobody will release the hold eventhough there's been 0 days left on my acct and has been 0 days left for well over a week. I've left numerous messages with the top 3 people at my branch over the last 10 days I've left 4 messages with the office of the president and no return call, nothing! The line is so busy with people complaining that you have to leave a message and callback number! Worst bank I've ever dealt with by far! Worst customer service not to mention my money being held hostage for 3 months when it cleared the day it was deposited!"
1271,SiteJabber,NA,"If someone has a fraud issue don't even bother to ask for help because THEY JUST DONT CARE! There isn't any help! I REGRET being a Scotiabank client. Don't know what's going on but it is so frustrating. I have other things to do than wait on a 45 minutes call waitlist to get a representative to deal with an issue I shouldn't even have in the first place. However after waiting this much they ALWAYS transfer you, ops hanged up on you. Try it again, took me today 5 hours for an answer! Never again!"
1272,SiteJabber,NA,"Scotiabank has made so much money from clients its unimaginable for most of us, but call for any kind of customer ""service"" and well there is NO customer service, just LIP service.
It is unacceptable that they expect people to sit of the phone waiting over 45 minutes for someone to take the call.
The thing is Scotiabank has a major share holder named The Vanguard Group who owns everything along with BlackRock. They want to reduce already pathetic support to less than it is NOW and expect you to be happy (see The Great Reset by The World Economic Forum).
Soon coming is Digital ID and Digital credit system. This complaint may end up reducing my ability to bank, buy goods or services. DO NOT REGISTER OR ACCEPT THE NEW DIGITAL ID OR DIGITAL CURRENCY, YOU WILL REGRET IT - READ ABOUT IT IN CHINA."
1273,SiteJabber,NA,"I bought 5 years financial institutes GICs in my RRSP at different banks, TD, Scotiabank, Royal Bank, and matured in one month or two apart in 2020. Returns from TD and Royal Bank almost the same -- reached cap 20% while returns from Scotiabank were 2.287 and 4.28 over 5 years. Terrible experience with Scotiabank. My money invested in Scotiabank made me much poorer than I think."
1274,SiteJabber,NA,"You wonder why people go to other banks, no matter how valuable you are as a client at this bank, they are the worse for taking care of the clients. Worst service ever"
1275,SiteJabber,NA,Poor agent and unprofessional customer service. I have to make a three-time call to dispute one charge to my visa account by providing all the evidence.
1276,SiteJabber,NA,"This company cares about one thing and one thing only... MONEY! Every year they must make more and more money than the year before. This means making the employees life more miserable and also giving less and less value to the customer.

Working here is also awful. Poor pay and very salesy. Free speech is non existant here. You are constantly told what to say to the customer. They also weaponize empathy. Working at the call center is brutal. The wait times are very high. A problem that can be fixed by hiring a couple more people but the bank can't seem to do that because you know. Money..."
1277,SiteJabber,NA,"I have been a Scotiabank customer for close to 40 years and I have to say they have hit a new low. As they increase our rates the service they provide is horrible. One can no longer call directly to a branch but rather have to go through a call center where just about every individual I spoke to does not have a grasp of the English language. Additionally, the last few small business advisors and mortgage specialists are horrible. They do not return calls or follow up. Over 2 years ago I sold my corporation and Scotiabank could not figure out how to transfer all the corporation accounts to the new owners. For over 2 years I could see their credit card statements and they were allowed to use my credit. The only way to resolve this was for the new owners to change banks and I closed the business credit card. I made multiple calls to stop this breach of confidentiality and wrote two formal complaints and no one even bothered to follow up. Who are these people? It seems to me that Scotiabank's goal is to take our money and not deal with us. I wonder if all banks are this pathetic?"
1278,SiteJabber,NA,"Please use any other bank, this bank is awful, you've been warned. Customer services is terrible. You wait 20 min and get to talk to someone who can barley speak English."
